 County Code ,District Code,School Code,Local Educational Agency ,Charter Number," TK/K-3 ADA
Target, B-5/B-1 "," 4 - 6 ADA
Target, B-6/B-2 "," 7 - 8 ADA
Target, B-7/B-3 "," 9 - 12 ADA
Target, B-8/B-4 ","Unduplicated Pupil Percentage
Target, D-1"," Base Grant Funding
Target, C-5 "," Supplemental Grant Funding
Target, D-7 "," Concentration Grant Funding
Target, E-8 "," Necessary Small Schools Allowance
Target, F-1 "," Add-On (Based on 2012-13 Targeted Instructional Improvement Block Grant)
Target, F-2 "," Add-On (Based on 2012-13 Home-to-School Transportation)
Target, F-3 "," Add-On (Based on 2012-13 Small School District Bus Replacement Program)
Target, F-4 "," Total LCFF Target Entitlement
Target, G-1/F-1 "," Total LCFF Floor Entitlement
Transition, B-13 "," Current Year Gap Funding (100%)
Transition, C-3 "," Economic Recovery Target
Transition, D-1 "," Miscellaneous Adjustments
Transition, E-1 "," Total Local Revenue or In-Lieu of Property Taxes
Transition, F-2/F-7 "," Education Protection Account Entitlement
Transition, F-5/F-9 "," Net State Aid
Transition, F-6/F-10 "," Additional SA for MSA Guarantee
Transition, H-1/H-2 "
19,64733,0111658,Alliance Marc & Eva Stern Math and Science,0788, -   , -   , -   , 579.51 , 0.8550 ," 5,371,478 "," 918,523 "," 818,345 ", N/A , N/A , N/A , N/A ," 7,108,346 "," 6,589,472 "," 518,874 ", - , - ," 1,530,254 "," 1,101,928 "," 4,476,164 ", - 
19,64733,0112060,Hesby Oaks Leadership Charter,1468, 201.85 , 178.32 , 125.71 , -   , 0.1801 ," 3,992,331 "," 143,804 ", - , N/A , N/A , N/A , N/A ," 4,136,135 "," 3,871,251 "," 264,884 ", - , - ," 1,335,827 "," 809,504 "," 1,990,804 ", - 
19,64733,0112201,PUC Excel Charter Academy,0798, -   , 85.42 , 202.77 , -   , 0.8797 ," 2,227,510 "," 391,908 "," 339,361 ", N/A , N/A , N/A , N/A ," 2,958,779 "," 2,775,286 "," 183,493 ", - , - ," 760,995 "," 468,716 "," 1,729,068 ", - 
19,64733,0112235,Los Feliz Charter School for the Arts,0827, 289.79 , 147.00 , -   , -   , 0.4081 ," 3,499,358 "," 285,618 ", - , N/A , N/A , N/A , N/A ," 3,784,976 "," 3,560,930 "," 224,046 ", - , - ," 1,153,388 "," 689,475 "," 1,942,113 ", - 
19,64733,0112508,Bright Star Secondary Charter Academy,0826, -   , -   , -   , 483.29 , 0.9207 ," 4,479,615 "," 824,876 "," 682,469 ", N/A , N/A , N/A , N/A ," 5,986,960 "," 5,549,865 "," 437,095 ", - , - ," 1,276,176 "," 918,968 "," 3,791,816 ", - 
19,64733,0114884,Aspire Junior Collegiate Academy,1551, 199.73 , 114.91 , -   , -   , 0.9585 ," 2,514,761 "," 482,080 "," 383,124 ", N/A , N/A , N/A , N/A ," 3,379,965 "," 3,119,857 "," 260,108 ", - , - ," 830,838 "," 497,234 "," 2,051,893 ", - 
19,64733,0114959,Monsenor Oscar Romero Charter Middle,0931, -   , 114.32 , 214.81 , -   , 0.9566 ," 2,540,176 "," 485,987 "," 386,996 ", N/A , N/A , N/A , N/A ," 3,413,159 "," 3,171,953 "," 241,206 ", - , - ," 869,101 "," 536,062 "," 2,007,996 ", - 
19,64733,0114967,Global Education Academy,0934, 153.96 , 78.99 , -   , -   , 0.9710 ," 1,865,894 "," 362,357 "," 284,269 ", N/A , N/A , N/A , N/A ," 2,512,520 "," 2,338,731 "," 173,789 ", - , - ," 615,128 "," 367,733 "," 1,529,659 ", - 
19,64733,0115048,Fenton Primary Center,0911, 683.24 , -   , -   , -   , 0.9177 ," 5,626,481 "," 1,032,684 "," 857,194 ", N/A , N/A , N/A , N/A ," 7,516,359 "," 7,037,100 "," 479,259 ", - , - ," 1,804,164 "," 1,073,154 "," 4,639,041 ", - 
19,64733,0115113,"Ivy Bound Academy of Math, Science, and Technology Charter Middle",0936, -   , 80.03 , 99.57 , -   , 0.4793 ," 1,382,155 "," 132,493 ", - , N/A , N/A , N/A , N/A ," 1,514,648 "," 1,391,389 "," 123,259 ", - , - ," 474,252 "," 290,583 "," 749,813 ", - 
19,64733,0115139,Center for Advanced Learning,0937, 188.00 , 133.58 , -   , -   , 0.9428 ," 2,559,514 "," 482,622 "," 389,942 ", N/A , N/A , N/A , N/A ," 3,432,078 "," 3,210,278 "," 221,800 ", - , - ," 849,164 "," 507,700 "," 2,075,214 ", - 
19,64733,0115253,Discovery Charter Preparatory #2,0949, -   , -   , -   , 242.85 , 0.8392 ," 2,250,977 "," 377,804 "," 325,491 ", N/A , N/A , N/A , N/A ," 2,954,272 "," 2,781,120 "," 173,152 ", - , - ," 641,270 "," 461,775 "," 1,851,227 ", - 
19,64733,0115287,ICEF Vista Middle Academy,0953, -   , 78.61 , 121.35 , -   , 0.9787 ," 1,541,201 "," 301,675 "," 234,802 ", N/A , N/A , N/A , N/A ," 2,077,678 "," 1,930,236 "," 147,442 ", - , - ," 528,014 "," 325,501 "," 1,224,163 ", - 
19,64733,0116509,Alliance Morgan McKinzie High,0928, -   , -   , -   , 419.39 , 0.9387 ," 3,887,326 "," 729,807 "," 592,234 ", N/A , N/A , N/A , N/A ," 5,209,367 "," 4,828,575 "," 380,792 ", - , - ," 1,107,441 "," 797,463 "," 3,304,463 ", - 
19,64733,0117036,Enadia Way Technology Charter,1474, 166.18 , 72.38 , -   , -   , 0.7135 ," 1,916,481 "," 273,482 "," 156,672 ", N/A , N/A , N/A , N/A ," 2,346,635 "," 2,166,256 "," 180,379 ", - , - ," 629,942 "," 376,191 "," 1,340,502 ", - 
19,64733,0117077,APEX Academy,1459, -   , -   , 108.14 , 239.65 , 0.9707 ," 3,064,375 "," 594,917 "," 466,857 ", N/A , N/A , N/A , N/A ," 4,126,149 "," 3,849,715 "," 276,434 ", - , - ," 918,374 "," 661,317 "," 2,546,458 ", - 
19,64733,0117598,Alliance Piera Barbaglia Shaheen Health Services Academy,0927, -   , -   , -   , 466.04 , 0.9423 ," 4,319,725 "," 814,095 "," 658,110 ", N/A , N/A , N/A , N/A ," 5,791,930 "," 5,334,974 "," 456,956 ", - , - ," 1,230,625 "," 886,167 "," 3,675,138 ", - 
19,64733,0117606,Alliance Leichtman-Levine Family Foundation Environmental Science High,0929, -   , -   , -   , 467.04 , 0.8688 ," 4,328,994 "," 752,206 "," 659,522 ", N/A , N/A , N/A , N/A ," 5,740,722 "," 5,311,263 "," 429,459 ", - , - ," 1,233,266 "," 888,068 "," 3,619,388 ", - 
19,64733,0117614,New Los Angeles Charter,0998, -   , 103.45 , 197.27 , -   , 0.8970 ," 2,321,137 "," 416,412 "," 353,626 ", N/A , N/A , N/A , N/A ," 3,091,175 "," 2,816,469 "," 274,706 ", - , - ," 794,081 "," 488,779 "," 1,808,315 ", - 
19,64733,0117622,Magnolia Science Academy 4,0986, -   , 11.78 , 26.09 , 123.78 , 0.7426 ," 1,439,901 "," 213,855 "," 138,663 ", N/A , N/A , N/A , N/A ," 1,792,419 "," 1,650,080 "," 142,339 ", - , - ," 426,853 "," 287,607 "," 1,077,959 ", - 
19,64733,0117648,Magnolia Science Academy 6,0988, -   , 52.51 , 96.58 , -   , 0.8147 ," 1,150,491 "," 187,461 "," 152,267 ", N/A , N/A , N/A , N/A ," 1,490,219 "," 1,393,418 "," 96,801 ", - , - ," 393,687 "," 242,397 "," 854,135 ", - 
19,64733,0117655,Magnolia Science Academy 7,0989, 193.56 , 80.41 , -   , -   , 0.7534 ," 2,202,751 "," 331,911 "," 224,019 ", N/A , N/A , N/A , N/A ," 2,758,681 "," 2,558,672 "," 200,009 ", - , - ," 723,445 "," 431,550 "," 1,603,686 ", - 
19,64733,0117846,Para Los Ninos Middle,1007, -   , 91.55 , 216.54 , -   , 0.9213 ," 2,381,271 "," 438,773 "," 362,787 ", N/A , N/A , N/A , N/A ," 3,182,831 "," 2,960,714 "," 222,117 ", - , - ," 813,542 "," 491,206 "," 1,878,083 ", - 
19,64733,0117895,Synergy Kinetic Academy,1014, -   , 155.51 , 302.78 , -   , 0.9818 ," 3,537,839 "," 694,690 "," 538,990 ", N/A , N/A , N/A , N/A ," 4,771,519 "," 4,420,327 "," 351,192 ", - , - ," 1,210,161 "," 745,368 "," 2,815,990 ", - 
19,64733,0117903,KIPP Raices Academy,1010, 441.90 , 106.28 , -   , -   , 0.8978 ," 4,443,693 "," 797,909 "," 676,997 ", N/A , N/A , N/A , N/A ," 5,918,599 "," 5,497,531 "," 421,068 ", - , - ," 1,447,524 "," 863,321 "," 3,607,754 ", - 
19,64733,0117911,New Millennium Secondary,1020, -   , -   , -   , 179.49 , 0.5577 ," 1,663,693 "," 185,568 "," 6,405 ", N/A , N/A , N/A , N/A ," 1,855,666 "," 1,848,916 ", - , - , - ," 473,961 "," 341,297 "," 1,040,408 ", - 
19,64733,0117937,ICEF Vista Elementary Academy,1039, 206.22 , 115.15 , -   , -   , 0.9809 ," 2,570,023 "," 504,187 "," 391,543 ", N/A , N/A , N/A , N/A ," 3,465,753 "," 3,223,907 "," 241,846 ", - , - ," 848,610 "," 507,404 "," 2,109,739 ", - 
19,64733,0117952,ICEF Innovation Los Angeles Charter,1037, 158.97 , 78.01 , -   , -   , 0.8938 ," 1,899,732 "," 339,596 "," 289,424 ", N/A , N/A , N/A , N/A ," 2,528,752 "," 2,334,949 "," 193,803 ", - , - ," 625,769 "," 373,848 "," 1,529,135 ", - 
19,64733,0117978,Goethe International Charter,1036, 265.51 , 124.08 , -   , -   , 0.3828 ," 3,125,885 "," 239,318 ", - , N/A , N/A , N/A , N/A ," 3,365,203 "," 3,180,340 "," 184,863 ", - , - ," 1,028,751 "," 613,751 "," 1,722,701 ", - 
19,64733,0118588,Alain Leroy Locke College Preparatory Academy,1050, -   , -   , -   ," 1,248.57 ", 0.9661 ," 11,572,995 "," 2,236,134 "," 1,763,146 ", N/A , N/A , N/A , N/A ," 15,572,275 "," 14,406,396 "," 1,165,879 ", - , - ," 3,296,974 "," 2,389,189 "," 9,886,112 ", - 
19,64733,0119974,PUC Santa Rosa Charter Academy,1091, -   , 53.11 , 93.44 , -   , 0.8712 ," 1,130,554 "," 196,988 "," 172,240 ", N/A , N/A , N/A , N/A ," 1,499,782 "," 1,404,878 "," 94,904 ", - , - ," 386,980 "," 238,881 "," 873,921 ", - 
19,64733,0119982,Equitas Academy Charter,1093, 374.32 , 73.72 , -   , -   , 0.9537 ," 3,640,659 "," 694,419 "," 554,655 ", N/A , N/A , N/A , N/A ," 4,889,733 "," 4,505,880 "," 383,853 ", - , - ," 1,183,094 "," 705,239 "," 3,001,400 ", - 
19,64733,0120014,Endeavor College Preparatory Charter,1094, 276.42 , 206.12 , 131.45 , -   , 0.9225 ," 4,861,638 "," 896,973 "," 740,671 ", N/A , N/A , N/A , N/A ," 6,499,282 "," 6,039,494 "," 459,788 ", - , - ," 1,621,302 "," 991,111 "," 3,886,869 ", - 
19,64733,0120022,Valor Academy Middle,1095, -   , 241.56 , 238.00 , -   , 0.9217 ," 3,684,299 "," 679,163 "," 561,303 ", N/A , N/A , N/A , N/A ," 4,924,765 "," 4,550,267 "," 374,498 ", - , - ," 1,266,326 "," 775,856 "," 2,882,583 ", - 
19,64733,0120030,Alliance College-Ready Middle Academy 4,1096, -   , 143.94 , 294.82 , -   , 0.9793 ," 3,388,187 "," 663,610 "," 516,190 ", N/A , N/A , N/A , N/A ," 4,567,987 "," 4,236,500 "," 331,487 ", - , - ," 1,158,590 "," 713,919 "," 2,695,478 ", - 
19,64733,0120048,Alliance College-Ready Middle Academy No. 5,1097, -   , 59.32 , 192.98 , -   , 0.9438 ," 1,953,584 "," 368,758 "," 297,628 ", N/A , N/A , N/A , N/A ," 2,619,970 "," 2,425,125 "," 194,845 ", - , - ," 666,223 "," 411,220 "," 1,542,527 ", - 
19,64733,0120071,New Designs Charter School-Watts,1120, -   , 27.34 , 134.41 , 209.18 , 0.9251 ," 3,193,740 "," 590,905 "," 486,566 ", N/A , N/A , N/A , N/A ," 4,271,211 "," 3,888,778 "," 382,433 ", - , - ," 979,478 "," 633,504 "," 2,658,229 ", - 
19,64733,0120097,Academia Moderna,1101, 284.67 , 146.81 , -   , -   , 0.9550 ," 3,455,756 "," 660,049 "," 526,485 ", N/A , N/A , N/A , N/A ," 4,642,290 "," 4,308,531 "," 333,759 ", - , - ," 1,139,366 "," 679,711 "," 2,823,213 ", - 
19,64733,0120477,Aspire Titan Academy,1550, 200.68 , 117.10 , -   , -   , 0.9614 ," 2,539,164 "," 488,231 "," 386,842 ", N/A , N/A , N/A , N/A ," 3,414,237 "," 3,164,825 "," 249,412 ", - , - ," 839,130 "," 502,116 "," 2,072,991 ", - 
19,64733,0120527,Watts Learning Center Charter Middle,1141, -   , 86.12 , 297.92 , -   , 0.9649 ," 2,974,599 "," 574,038 "," 453,180 ", N/A , N/A , N/A , N/A ," 4,001,817 "," 3,706,586 "," 295,231 ", - , - ," 1,014,096 "," 627,113 "," 2,360,608 ", - 
19,64733,0121079,Ararat Charter,1156, 233.73 , 93.74 , -   , -   , 0.8245 ," 2,634,473 "," 434,425 "," 361,581 ", N/A , N/A , N/A , N/A ," 3,430,479 "," 3,206,963 "," 223,516 ", - , - ," 864,717 "," 515,660 "," 2,050,102 ", - 
19,64733,0121137,Ingenium Charter,1157, 259.87 , 145.05 , -   , -   , 0.8566 ," 3,238,203 "," 554,769 "," 493,340 ", N/A , N/A , N/A , N/A ," 4,286,312 "," 3,900,478 "," 385,834 ", - , - ," 1,069,232 "," 638,513 "," 2,578,567 ", - 
19,64733,0121285,Alliance Cindy and Bill Simon Technology Academy High,1161, -   , -   , -   , 470.42 , 0.9718 ," 4,360,323 "," 847,472 "," 664,295 ", N/A , N/A , N/A , N/A ," 5,872,090 "," 5,435,567 "," 436,523 ", - , - ," 1,242,191 "," 894,496 "," 3,735,403 ", - 
